"Taxon Name", "Synonym", "Name According to"
"Woodwardia virginica", "Anchistea virginica (Linnaeus) C. Presl", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Zea", "Zea mays Linnaeus subsp. mays", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York."
"Zigadenus elegans", "Anticlea elegans (Pursh) Rydberg", "Zomlefer, W.B. & W.S. Judd. 2002. Resurrection of segregates of the polyphyletic genus Zigadenus s.l. (Liliales: Melanthiaceae) and resulting new combinations. Novon 12(2): 299-308."
"Achnatherum hymenoides", "Eriocoma hymenoides (Roemer & Schultes) Rydberg", "Soreng, R.J., G. Davidse, P.M. Peterson, F.O. Zuloaga, E.J. Judziewicz, T.S. Filgueiras & O. Morrone. 2002+. Catalogue of New World Grasses (Poaceae). http://legacy.tropicos.org/Project/CNWG (consulted 2020-05-14)"
"Achnatherum nelsonii", "Eriocoma nelsonii (Scribner) Romaschenko subsp. nelsonii", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum nelsonii subsp. dorei", "Eriocoma nelsonii subsp. dorei (Barkworth & J. Maze) Romaschenko", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum nelsonii subsp. nelsonii", "Eriocoma nelsonii (Scribner) Romaschenko subsp. nelsonii", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum occidentale", "Eriocoma occidentalis (Thurber ex S. Watson) Romaschenko", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum occidentale subsp. californicum", "Eriocoma occidentalis subsp. californica (Merrill & Burtt Davy) Romaschenko", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum occidentale subsp. pubescens", "Eriocoma occidentalis subsp. pubescens (Vasey) Romaschenko", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum richardsonii", "Eriocoma richardsonii (Link) Romaschenko", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Alnus viridis subsp. fruticosa", "Alnus alnobetula subsp. fruticosa (Ruprecht) Raus", "Greuter, W. & E. Von Raab-Straube. 2011. Euro+Med Notulae 5. Willdenowia 41: 129-138"
"Alnus viridis subsp. sinuata", "Alnus alnobetula subsp. sinuata (Regel) Raus", "Greuter, W. & E. Von Raab-Straube. 2011. Euro+Med Notulae 5. Willdenowia 41: 129-138"
"Alyssum desertorum", "Alyssum turkestanicum Regel & Schmalhausen", "Koch, M.A., M. Kiefer et alii. 2017+. BrassiBase v. 1.2. http://brassibase.cos.uni-heidelberg.de/"
"Anagallis minima", "Lysimachia minima (Linnaeus) U. Manns & Anderberg", "Manns, U. & A.A. Anderberg. 2014. New combinations and names in Lysimachia (Myrsinaceae) for species of Anagallis, Pelletiera and Trientalis. Willdenowia 39: 49-54"
"Anemone occidentalis", "Pulsatilla occidentalis (S. Watson) Freyn", "Mosyakin, S.L. 2016. Nomenclatural notes on North American taxa of Anemonastrum and Pulsatilla (Ranunculaceae), with comments on the circumscription of Anemone and related genera. Phytoneuron 2016-79: 1–12"
"Anemone richardsonii", "Anemonastrum richardsonii (Hooker) Mosyakin", "Mosyakin, S.L. 2016. Nomenclatural notes on North American taxa of Anemonastrum and Pulsatilla (Ranunculaceae), with comments on the circumscription of Anemone and related genera. Phytoneuron 2016-79: 1–12"
"Artemisia furcata", "Artemisia hyperborea Rydberg", "Aiken, S.G., M.J. Dallwitz, L.L. Consaul, C.L., McJannet, R.L., Boles, G.W. Argus, J.M. Gillett, P.J. Scott, R. Elven, M.C. LeBlanc, L.J. Gillespie, A.K. Brysting, H. Solstad & J.G. Harris. 2007. Flora of the Canadian Arctic Archipelago: Descriptions, Illustrations, Identification, and Information Retrieval. [CD-ROM] NRC Research Press, National Research Council of Canada, Ottawa."
"Avenula hookeri", "Helictochloa hookeri (Scribner) Romero Zarco", "Soreng, R.J., G. Davidse, P.M. Peterson, F.O. Zuloaga, E.J. Judziewicz, T.S. Filgueiras & O. Morrone. 2002+. Catalogue of New World Grasses (Poaceae). http://legacy.tropicos.org/Project/CNWG (consulted 2020-05-14)"
"Berberis repens", "Mahonia repens (Lindley) G. Don", "Yu, C.-C. & K.-F. Chung. 2017. Why Mahonia? Molecular recircumscription of Berberis s.l., with the description of two new genera, Alloberberis and Moranothamnus. Taxon 66: 1371-1392"
"Bromus anomalus", "Bromus porteri (J.M. Coulter) Nash", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Carex lenticularis var. dolia", "Carex enanderi Hultén", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Carex lenticularis var. lipocarpa", "Carex kelloggii W. Boott var. kelloggii", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Cheilanthes feei", "Myriopteris gracilis Fée", "Grusz, A.L. & M.D. Windham. 2013. Toward a monophyletic Cheilanthes: The resurrection and recircumscription of Myriopteris (Pteridaceae). PhytoKeys 32: 49-64"
"Cheilanthes gracillima", "Myriopteris gracillima (D.C. Eaton) J. Smith", ""
"Chenopodium foliosum", "Blitum virgatum Linnaeus subsp. virgatum", "Fuentes-Bazan S., P. Uotila & T. Borsch. 2012. A novel phylogeny-based generic classification for Chenopodium sensu lato, and a tribal rearrangement of Chenopodioideae (Chenopodiaceae). Willdenowia 42: 5 – 24"
"Chenopodium rubrum var. humile", "Oxybasis rubra var. humilis (Hooker) Mosyakin", "Mosyakin, S.L. 2013. New nomenclatural combinations in Blitum, Oxybasis, Chenopodiastrum, and Lipandra (Chenopodiaceae). Phytoneuron 2013-56: 1–8."
"Coryphantha vivipara", "Escobaria vivipara (Nuttall) Buxbaum", "ITIS. 2010. Integrated Taxonomic Information System (ITIS). http://www.itis.gov (consulted 2010)"
"Crepis nana", "Askellia pygmaea (Ledebebour) Sennikov", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Dodecatheon conjugens", "Primula conjugens (Greene) A.R. Mast & Reveal var. conjugens", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon conjugens var. viscidum", "Primula conjugens var. viscida (Piper) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon pulchellum", "Primula pauciflora (Greene) A.R. Mast & Reveal var. pauciflora", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon pulchellum var. pulchellum", "Primula pauciflora (Greene) A.R. Mast & Reveal var. pauciflora", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Eucephalus engelmannii", "Doellingeria engelmannii (D.C. Eaton) Semple, Brouillet & G.A. Allen", ""
"Hieracium triste", "Pilosella tristis (Willdenow ex Sprengel) F.W. Schultz & Schultz Bipontinus", ""
"Huperzia occidentalis", "Huperzia occidentalis (Clute) Kartesz & Gandhi", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York."
"Juncus ensifolius var. montanus", "Juncus saximontanus A. Nelson", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp."
"Lilaea scilloides", "Triglochin scilloides (Poiret) Mering & Kadereit", "Meering, S. von & J.W. Kadereit. 2014. Phylogeny, biogeography and evolution of Triglochin L. (Juncaginaceae) - Morphologicl diversification is linked to habitat shifts rather than to genetic diversification. Molecular Phylogenetics and Evolution 83: 200-212"
"Listera caurina", "Neottia banksiana (Lindley) Reichenbach f.", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Listera cordata var. nephrophylla", "Neottia cordata (Linnaeus) Richard", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Maianthemum racemosum subsp. amplexicaule", "Maianthemum amplexicaule (Nuttall) W.A. Weber", "Weakley, A.S. et alii. 2017. New combinations, rank changes, and monemclatural and taxonomic comments in the vascular flora of the southeastern United States. II. Journal of the Botanical Research Institute of Texas 11(2): 291-325"
"Minuartia austromontana", "Sabulina austromontana (S.J. Wolf & J.G. Packer) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia biflora", "Cherleria biflora (Linnaeus) A.J. Moore & Dillenberger", "Moore, A.J. & M.S. Dillenberger. 2017: A conspectus of the genus Cherleria (Minuartia s.l., Caryophyllaceae). Willdenowia 47: 5–14"
"Minuartia elegans", "Sabulina elegans (Chamisso & Schlechtendal) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia nuttallii", "Sabulina nuttallii (Pax) Dillenberger & Kadereit var. nuttallii", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia nuttallii var. nuttallii", "Sabulina nuttallii (Pax) Dillenberger & Kadereit var. nuttallii", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia obtusiloba", "Cherleria obtusiloba (Rydberg) A.J. Moore & Dillenberger", "Moore, A.J. & M.S. Dillenberger. 2017: A conspectus of the genus Cherleria (Minuartia s.l., Caryophyllaceae). Willdenowia 47: 5–14"
"Monolepis nuttalliana", "Blitum nuttallianum Schultes", "Fuentes-Bazan S., P. Uotila & T. Borsch. 2012. A novel phylogeny-based generic classification for Chenopodium sensu lato, and a tribal rearrangement of Chenopodioideae (Chenopodiaceae). Willdenowia 42: 5 – 24"
"Orobanche corymbosa", "Aphyllon corymbosum (Rydberg) A.C. Schneider", "Schneider A.C. 2016. Resurrection of the genus Aphyllon for New World broomrapes (Orobanche s.l., Orobanchaceae). PhytoKeys 75: 107–118"
"Orobanche corymbosa subsp. mutabilis", "Aphyllon corymbosum subsp. mutabile (Heckard) A.C. Schneider", "Schneider A.C. 2016. Resurrection of the genus Aphyllon for New World broomrapes (Orobanche s.l., Orobanchaceae). PhytoKeys 75: 107–118"
"Orobanche ludoviciana", "Aphyllon ludovicianum (Nuttall) A. Gray", "Schneider A.C. 2016. Resurrection of the genus Aphyllon for New World broomrapes (Orobanche s.l., Orobanchaceae). PhytoKeys 75: 107–118"
"Orobanche uniflora subsp. occidentalis", "Aphyllon purpureum (A. Heller) Holub", "Schneider A.C. 2016. Resurrection of the genus Aphyllon for New World broomrapes (Orobanche s.l., Orobanchaceae). PhytoKeys 75: 107–118"
"Packera cymbalaria", "Packera heterophylla (Fischer) E. Wiebe", "Elven, R. (Ed) 2007+. Checklist of the Panarctic Flora (PAF) Vascular Plants. http://www.binran.ru/infsys/paflist/index.htm (consulted 2011)"
"Papaver radicatum subsp. kluanense", "Papaver kluanense D. Löve", "Solstad, H. 2009. Taxonomy and evolution of the diploid and polyploid Papaver sect. Meconella (Papaveraceae). PhD. Thesis Nr. 822. Faculty of Mathematics and Natural Sciences, University of Oslo. Oslo."
"Prenanthes alata", "Nabalus alatus Hooker", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Prenanthes sagittata", "Nabalus sagittatus (A. Gray) Rydberg", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Pteridium aquilinum var. pubescens", "Pteridium aquilinum subsp. pubescens (Underw.) J.A. Thomson, Mickel & Mehltreter", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Saxifraga bronchialis subsp. austromontana", "Saxifraga austromontana Wiegand", "DeChaine, E.G. 2014. Introducing the Spotted Saxifrages: Saxifraga Sect. Bronchiales, Sect. Nov. (Saxifragaceae). Rhodora 116: 25-40"
"Schedonnardus paniculatus", "Muhlenbergia paniculata (Nuttall) Columbus", "Columbus, J.T. & J.P. Smith Jr. 2010. Nomenclatural changes for some grasses in California and the Muhlenbergia clade (Poaceae). Aliso 28: 65-67."
"Spartina gracilis", "Sporobolus hookerianus P.M. Peterson & Saarela", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Stenanthium occidentale", "Anticlea occidentalis (A. Gray) Zomlefer & Judd", "Zomlefer, W.B. & W.S. Judd. 2002. Resurrection of segregates of the polyphyletic genus Zigadenus s.l. (Liliales: Melanthiaceae) and resulting new combinations. Novon 12(2): 299-308."
"Symphyotrichum bracteolatum", "Symphyotrichum eatonii (A. Gray) G.L. Nesom", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York."
"Synthyris wyomingensis", "Veronica wyomingensis (A. Nelson) M.M. Martinéz Ortega & Albach", "Albach, D.C., M.M. Martinez-Ortega, M.A. Fischer & M.W. Chase. 2004. A new classification of the tribe Veroniceae-problems and a possible solution. Taxon 53 (2): 429-452."
"Transberingia bursifolia", "Crucihimalaya bursifolia (de Candolle) D.A. German & A.L. Ebel", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Transberingia bursifolia subsp. virgata", "Crucihimalaya virgata (Nuttall) D.A. German & A.L.Ebel", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Trientalis europaea", "Lysimachia europaea (Linnaeus) U. Manns & Anderberg", "Manns, U. & A.A. Anderberg. 2014. New combinations and names in Lysimachia (Myrsinaceae) for species of Anagallis, Pelletiera and Trientalis. Willdenowia 39: 49-54"
"Trisetum canescens", "Trisetum cernuum subsp. canescens (Buckley) Calder & Roy L. Taylor", "Finot, V.L., P.M. Peterson, R.J. Soreng & F.O. Zuolaga. 2005. A revision of Trisetum (Poaceae: Pooideae: Sveninae) in Mexico and Central America. Sida 21: 1419-1453."
"Trisetum wolfii", "Graphephorum wolfii (Vasey) Vasey ex Coulter", "Soreng, R.J., G. Davidse, P.M. Peterson, F.O. Zuloaga, E.J. Judziewicz, T.S. Filgueiras & O. Morrone. 2002+. Catalogue of New World Grasses (Poaceae). http://legacy.tropicos.org/Project/CNWG (consulted 2020-05-14)"
"Zigadenus venenosus var. gramineus", "Toxicoscordion venenosum var. gramineum (Rydberg) Brasher", "Brasher, J.W. 2009. A new combination in Toxicoscordion (Melanthiaceae) for the Rocky Mountain Region, North America. Novon 19 (3): 295-296."
"Abronia umbellata var. acutalata", "Abronia umbellata var. breviflora (Standley) L.A. Galloway", "Jepson Flora Project (eds.) 2013. Jepson eFlora, http://ucjeps.berkeley.edu/IJM.html [accessed on 2014-01-15]"
"Achnatherum lemmonii", "Eriocoma lemmonii (Vasey) Romaschenko subsp. lemmonii", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Achnatherum lemmonii subsp. lemmonii", "Eriocoma lemmonii (Vasey) Romaschenko subsp. lemmonii", "Peterson, P.M., K. Romaschenko, R.J. Soreng & J.V. Reyna. 2019. A key to the North American genera of Stipeae (Poaceae, Pooideae) with descriptions and taxonomic names for species of Eriocoma, Neotrinia, Oloptum, and five new genera: Barkworthia, ×Eriosella, Pseudoeriocoma, Ptilagrostiella, and Thorneochloa. Phytokeys 126: 89–125"
"Anemone narcissiflora var. monantha", "Anemonastrum sibiricum (Linnaeus) Holub", "Mosyakin, S.L. 2016. Nomenclatural notes on North American taxa of Anemonastrum and Pulsatilla (Ranunculaceae), with comments on the circumscription of Anemone and related genera. Phytoneuron 2016-79: 1–12"
"Berberis aquifolium", "Mahonia aquifolium (Pursh) Nuttall", "Yu, C.-C. & K.-F. Chung. 2017. Why Mahonia? Molecular recircumscription of Berberis s.l., with the description of two new genera, Alloberberis and Moranothamnus. Taxon 66: 1371-1392"
"Berberis nervosa", "Mahonia nervosa (Pursh) Nuttall", "Yu, C.-C. & K.-F. Chung. 2017. Why Mahonia? Molecular recircumscription of Berberis s.l., with the description of two new genera, Alloberberis and Moranothamnus. Taxon 66: 1371-1392"
"Blechnum spicant", "Struthiopteris spicant (Linnaeus) Weis", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Blechnum spicant", "Struthiopteris spicant (Linnaeus) Weis", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Blechnum spicant", "Struthiopteris spicant (Linnaeus) Weis", "Hassler, M. & B. Schmidt. 2014+. World Ferns. worldplants.webarchiv.kit.edu/ferns/index.php"
"Braya glabella subsp. purpurascens", "Braya purpurascens (R. Brown) Bunge ex Ledebour", "Koch, M.A., M. Kiefer et alii. 2017+. BrassiBase v. 1.2. http://brassibase.cos.uni-heidelberg.de/"
"Bromus polyanthus", "Bromus sitchensis var. polyanthus (Scribner ex Shear) R.E. Brainerd & Otting", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Cakile edentula var. edentula", "Cakile edentula (Bigelow) Hooker subsp. edentula var. edentula", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Calamagrostis sesquiflora", "Calamagrostis sesquiflora (Trinius) Tzelev", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York."
"Carex brevicaulis", "Carex zikae H.E. Roalson & M.J. Waterway", "Global Carex Group. 2015. Making Carex monophyletic (Cyperaceae, tribe Cariceae): a new broader circumscription. Botanical Journal of the Linnean Society"
"Carex lenticularis var. limnophila", "Carex kelloggii var. limnophila (Holm) B.L. Wilson & R.E. Brainerd", "WCSP 2012+. World Checklist of Selected Plant Families. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://apps.kew.org/wcsp/"
"Chamaecyparis nootkatensis", "Callitropsis nootkatensis (D. Don) Oersted ex D.P. Little", "Adams, R.P., J.A. Bartel & R.A. Price. 2009. A new genus, Hesperocyparis, for the Cypresses of the Western Hemisphere (Cupressaceae). Phytologia 91: 160-185."
"Chenopodium macrospermum", "Oxybasis macrosperma (Hooker f.) S. Fuentes, Uotila & Borsch", "Fuentes-Bazan S., P. Uotila & T. Borsch. 2012. A novel phylogeny-based generic classification for Chenopodium sensu lato, and a tribal rearrangement of Chenopodioideae (Chenopodiaceae). Willdenowia 42: 5 – 24"
"Cimicifuga elata", "Actaea elata (Nuttall) Prantl", "Klinkenberg, B. (ed.). 2010+. E-Flora BC: Electronic Atlas of the Plants of British Columbia. Lab. for Advanced Spatial Analysis, Department of Geography, University of British Columbia, Vancouver, B.C. http://www.eflora.bc.ca"
"Cistanthe tweedyi", "Lewisiopsis tweedyi (A. Gray) Govaerts", "USDA Agriculture Research Service (ARS). 2010+. Germplasm Resources Information Network (GRIN). USDA Agriculture Research Service (ARS), National Genetic Resources Program. National Germplasm Resources Laboratory, Beltsville, Md. http://www.ars-grin.gov/npgs/index.html"
"Cotoneaster simonsii", "Cotoneaster symondsii T. Moore", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York."
"Crypsis alopecuroides", "Sporobolus alopecuroides (Piller & Mitterpacher) P.M. Peterson", "Peterson P.M., K. Romaschenko, Y.H. Arrieta & J.M. Saarela. 2014. A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae). Taxon 63 :1212–1243"
"Dodecatheon dentatum", "Primula latiloba (A. Gray) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon frigidum", "Primula frigida (Chamisso & Schlechtendal) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon hendersonii", "Primula hendersonii (A. Gray) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon jeffreyi", "Primula jeffreyi (Van Houtte) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Dodecatheon pulchellum var. cusickii", "Primula pauciflora var. cusickii (Greene) A.R. Mast & Reveal", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82."
"Eucephalus paucicapitatus", "Doellingeria paucicapitata (B.L. Robinson) Semple, Brouillet & G.A. Allen", ""
"Fallopia ×bohemica", "Reynoutria ×bohemica Chrtek & Chrtková", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Hieracium flagellare", "Pilosella flagellaris (Willdenow) Arvet-Touvet", "Hand, R., Kilian, N. & E. von Raab-Straube (eds.). 2009- (continuously updated). International Cichorieae Network: Cichorieae Portal. http://wp6-cichorieae.e-taxonomy.eu/portal (consulted 2010-05-27)"
"Hypericum maculatum", "Hypericum punctatum Lamarck", "FNA Editorial Committee. 2015. Flora of North America north of Mexico. Volume 6: Magnoliophyta: Cucurbitaceae to Droseraceae. Oxford University Press, New York."
"Juncus falcatus var. sitchensis", "Juncus falcatus subsp. sitchensis (Buchenau) Hultén", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp."
"Juniperus communis var. montana", "Juniperus communis var. saxatilis Pallas", "Adams, R.P. 2008. Junipers of the World: The genus Juniperus. 2nd ed. Trafford Publ., Vancouver."
"Luzula arctica", "Luzula nivalis (Laestadius) Sprengel", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp."
"Minuartia macrocarpa", "Pseudocherleria macrocarpa (Pursh) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia pusilla", "Sabulina pusilla (S. Watson) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia tenella", "Sabulina macra (A. Nelson & J.F. Macbride) Dillenberger & Kadereit", "Dillinger, M. & J.W. Kadereit. 2014. Maximum polyphyly: Multiple origins and delimitation with plesiomorphic characters require a new circumscription of Minuartia (Caryophyllaceae). Taxon 63(1): 64-88"
"Minuartia yukonensis", "Cherleria yukonensis (Hultén) A.J. Moore & Dillenberger", "Moore, A.J. & M.S. Dillenberger. 2017: A conspectus of the genus Cherleria (Minuartia s.l., Caryophyllaceae). Willdenowia 47: 5–14"
"Myrica californica", "Morella californica (Chamisso) Wilbur", ""
"Orobanche californica", "Aphyllon californicum (Chamisso & Schlechtendal) A. Gray subsp. californicum", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Orobanche californica subsp. californica", "Aphyllon californicum (Chamisso & Schlechtendal) A. Gray subsp. californicum", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org"
"Orobanche pinorum", "Aphyllon pinorum (Geyer ex Hooker) A. Gray", "Schneider A.C. 2016. Resurrection of the genus Aphyllon for New World broomrapes (Orobanche s.l., Orobanchaceae). PhytoKeys 75: 107–118"
"Persicaria wallichii", "Koenigia polystachya (Wallich ex Meisner) T.M. Schuster & Reveal", "Schuster, T.M., J.L. Reveal, M.J. Bayly & K.A. Kron. 2015. An updated molecular phylogeny of Polygonoideae (Polygonaceae): Relationships of Oxygonum, Pteroxygonum, and Rumex, and a new circumscription of Koenigia. Taxon 64(6): 1188-1208"
