"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Chenopodium leptophyllum", "Volume 4", "yes", "1", "1", "Chenopodium leptophyllum (Moquin-Tandon) Nuttall ex S. Watson", "(Moquin-Tandon) Nuttall ex S. Watson", "Chenopodium leptophyllum", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Chenopodioideae;Atripliceae;Chenopodium;Chenopodium sect. Chenopodium;Chenopodium subsect. Leptophylla"
"Chenopodium rubrum var. humile", "Volume 4", "yes", "1", "1", "Oxybasis rubra var. humilis (Hooker) Mosyakin", "(Hooker) S. Watson", "Chenopodium rubrum var. humile", "variety", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "synonym", "NULL"
"Chenopodium subglabrum", "Volume 4", "yes", "1", "1", "Chenopodium subglabrum (S. Watson) A. Nelson", "(S. Watson) A. Nelson", "Chenopodium subglabrum", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Chenopodioideae;Atripliceae;Chenopodium;Chenopodium sect. Chenopodium;Chenopodium subsect. Leptophylla"
"Chenopodium watsonii", "Volume 4", "yes", "1", "1", "Chenopodium watsonii A. Nelson", "A. Nelson", "Chenopodium watsonii", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Amaranthaceae;Chenopodioideae;Atripliceae;Chenopodium;Chenopodium sect. Chenopodium;Chenopodium subsect. Favosa"
"Chorispora tenella", "Volume 7", "yes", "1", "1", "Chorispora tenella (Pallas) de Candolle", "(Pallas) de Candolle", "Chorispora tenella", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Chorisporeae;Chorispora"
"Chrysosplenium iowense", "Volume 8", "yes", "1", "1", "Chrysosplenium iowense Rydberg", "Rydberg", "Chrysosplenium iowense", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Saxifragaceae;Chrysosplenium"
"Cinclidium subrotundum", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Cirsium foliosum", "Volume 19", "yes", "1", "1", "Cirsium foliosum (Hooker) de Candolle", "(Hooker) de Candolle", "Cirsium foliosum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Carduoideae;Cardueae;Cirsium"
"Cirsium hookerianum", "Volume 19", "yes", "1", "1", "Cirsium hookerianum Nuttall", "Nuttall", "Cirsium hookerianum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Carduoideae;Cardueae;Cirsium"
"Cirsium scariosum", "Volume 19", "yes", "1", "1", "Cirsium scariosum Nuttall", "Nuttall", "Cirsium scariosum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Carduoideae;Cardueae;Cirsium"
"Cirsium scariosum var. scariosum", "Volume 19", "yes", "1", "1", "Cirsium scariosum Nuttall var. scariosum", "Nuttall", "Cirsium scariosum var. scariosum", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Carduoideae;Cardueae;Cirsium;Cirsium scariosum"
"Cirsium undulatum", "Volume 19", "yes", "1", "1", "Cirsium undulatum (Nuttall) Sprengel", "(Nuttall) Sprengel", "Cirsium undulatum", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Carduoideae;Cardueae;Cirsium"
"Claopodium bolanderi", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Claopodium crispifolium", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Claopodium whippleanum", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Claytonia lanceolata", "Volume 4", "yes", "1", "1", "Claytonia lanceolata Pursh", "Pursh", "Claytonia lanceolata", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Claytonia"
"Claytonia megarhiza", "Volume 4", "yes", "1", "1", "Claytonia megarhiza (A. Gray) Parry ex S. Watson", "(A. Gray) Parry ex S. Watson", "Claytonia megarhiza", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Claytonia"
"Clematis ligusticifolia", "Volume 3", "yes", "1", "1", "Clematis ligusticifolia Nuttall", "Nuttall", "Clematis ligusticifolia", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Anemoneae;Clematis;Clematis subg. Clematis"
"Clematis occidentalis var. grosseserrata", "Volume 3", "yes", "1", "1", "Clematis occidentalis var. grosseserrata (Rydberg) J.S. Pringle", "(Rydberg) J.S. Pringle", "Clematis occidentalis var. grosseserrata", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Anemoneae;Clematis;Clematis subg. Atragene;Clematis occidentalis"
"Clematis tangutica", "Volume 3", "yes", "1", "1", "Clematis tangutica (Maximowicz) Korshinsky", "(Maximowicz) Korshinsky", "Clematis tangutica", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Anemoneae;Clematis;Clematis subg. Clematis"
"Clematis tangutica var. tangutica", "Volume 3", "yes", "1", "1", "Clematis tangutica (Maximowicz) Korshinsky var. tangutica", "(Maximowicz) Korshinsky", "Clematis tangutica var. tangutica", "variety", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Anemoneae;Clematis;Clematis subg. Clematis;Clematis tangutica"
"Clintonia uniflora", "Volume 26", "yes", "1", "1", "Clintonia uniflora (Menzies ex Schultes) Kunth", "(Menzies ex Schultes) Kunth", "Clintonia uniflora", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Liliaceae;Medeloideae;Clintonia"
"Comandra umbellata subsp. pallida", "Volume 12", "yes", "1", "1", "Comandra umbellata subsp. pallida (A. de Candolle) Piehl", "(A. de Candolle) Piehl", "Comandra umbellata subsp. pallida", "subspecies", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Santalanae;Santalales;Santalaceae;Comandra;Comandra umbellata"
"Conimitella williamsii", "Volume 8", "yes", "1", "1", "Conimitella williamsii (D.C. Eaton) Rydberg", "(D.C. Eaton) Rydberg", "Conimitella williamsii", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Saxifragaceae;Conimitella"
"Conostomum tetragonum", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Corallorhiza mertensiana", "Volume 26", "yes", "1", "1", "Corallorhiza mertensiana Bongard", "Bongard", "Corallorhiza mertensiana", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Epidendroideae;Epidendreae;Calypsoinae;Corallorhiza"
"Cornus unalaschkensis", "Volume 12", "yes", "1", "1", "Cornus unalaschkensis Ledebour", "Ledebour", "Cornus unalaschkensis", "species", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Cornales;Cornaceae;Cornus;Cornus subg. Arctocrania"
"Coryphantha vivipara", "Volume 4", "yes", "1", "1", "Escobaria vivipara (Nuttall) Buxbaum", "(Nuttall) Britton & Rose", "Coryphantha vivipara", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "synonym", "NULL"
"Coscinodon calyptratus", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Crataegus aquacervensis", "Volume 9", "yes", "1", "1", "Crataegus aquacervensis J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus aquacervensis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Douglasia;Crataegus ser. Purpureofructae"
"Crataegus castlegarensis", "Volume 9", "yes", "1", "1", "Crataegus castlegarensis J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus castlegarensis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Douglasia;Crataegus ser. Douglasianae"
"Crataegus cupressocollina", "Volume 9", "yes", "1", "1", "Crataegus cupressocollina J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus cupressocollina", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Douglasia;Crataegus ser. Purpureofructae"
"Crataegus rivuloadamensis", "Volume 9", "yes", "1", "1", "Crataegus rivuloadamensis J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus rivuloadamensis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus ser. Montaninsulae"
"Crataegus rivulopugnensis", "Volume 9", "yes", "1", "1", "Crataegus rivulopugnensis J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus rivulopugnensis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus ser. Montaninsulae"
"Crataegus rubribracteolata", "Volume 9", "yes", "1", "1", "Crataegus rubribracteolata J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus rubribracteolata", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Macracanthae;Crataegus ser. Macracanthae"
"Crataegus sheridana", "Volume 9", "yes", "1", "1", "Crataegus sheridana A. Nelson", "A. Nelson", "Crataegus sheridana", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Macracanthae;Crataegus ser. Macracanthae"
"Crataegus ursopedensis", "Volume 9", "yes", "1", "1", "Crataegus ursopedensis J.B. Phipps & O’Kennon", "J.B. Phipps & O’Kennon", "Crataegus ursopedensis", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Amygdaloideae;Maleae;Crataegus;Crataegus sect. Coccineae;Crataegus ser. Rotundifoliae"
"Crepis atribarba", "Volume 19", "yes", "1", "1", "Crepis atribarba A. Heller", "A. Heller", "Crepis atribarba", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis"
"Crepis intermedia", "Volume 19", "yes", "1", "1", "Crepis intermedia A. Gray", "A. Gray", "Crepis intermedia", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis"
"Crepis nana", "Volume 19", "yes", "1", "1", "Askellia pygmaea (Ledebebour) Sennikov", "Richardson", "Crepis nana", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "synonym", "NULL"
"Crepis occidentalis", "Volume 19", "yes", "1", "1", "Crepis occidentalis Nuttall", "Nuttall", "Crepis occidentalis", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis"
"Crepis occidentalis subsp. occidentalis", "Volume 19", "yes", "1", "1", "Crepis occidentalis Nuttall subsp. occidentalis", "Nuttall", "Crepis occidentalis subsp. occidentalis", "subspecies", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis;Crepis occidentalis"
"Crepis runcinata", "Volume 19", "yes", "1", "1", "Crepis runcinata (E. James) Torrey & A. Gray", "(E. James) Torrey & A. Gray", "Crepis runcinata", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis"
"Crepis runcinata subsp. glauca", "Volume 19", "yes", "1", "1", "Crepis runcinata subsp. glauca (Nuttall) Babcock & Stebbins)", "(Nuttall) Babcock & Stebbins)", "Crepis runcinata subsp. glauca", "subspecies", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis;Crepis runcinata"
"Crepis runcinata subsp. hispidulosa", "Volume 19", "yes", "1", "1", "Crepis runcinata subsp. hispidulosa (Howell ex Rydberg) Babcock & Stebbins", "(Howell ex Rydberg) Babcock & Stebbins", "Crepis runcinata subsp. hispidulosa", "subspecies", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis;Crepis runcinata"
"Crepis runcinata subsp. runcinata", "Volume 19", "yes", "1", "1", "Crepis runcinata (E. James) Torrey & A. Gray subsp. runcinata", "(E. James) Torrey & A. Gray", "Crepis runcinata subsp. runcinata", "subspecies", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Crepis;Crepis runcinata"
"Cynodontium alpestre", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Cynodontium glaucescens", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Cynodontium strumulosum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Cypripedium montanum", "Volume 26", "yes", "1", "1", "Cypripedium montanum Douglas ex Lindley", "Douglas ex Lindley", "Cypripedium montanum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Cypripedioideae;Cypripedieae;Cypripediinae;Cypripedium"
"Danthonia californica", "Volume 25", "yes", "1", "1", "Danthonia californica Bolander", "Bolander", "Danthonia californica", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Danthonioideae;Danthonieae;Danthonia"
"Danthonia parryi", "Volume 25", "yes", "1", "1", "Danthonia parryi Scribner", "Scribner", "Danthonia parryi", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Danthonioideae;Danthonieae;Danthonia"
"Danthonia unispicata", "Volume 25", "yes", "1", "1", "Danthonia unispicata (Thurberg) Munro ex Macoun", "(Thurberg) Munro ex Macoun", "Danthonia unispicata", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Danthonioideae;Danthonieae;Danthonia"
"Delphinium bicolor", "Volume 3", "yes", "1", "1", "Delphinium bicolor Nuttall", "Nuttall", "Delphinium bicolor", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Delphinieae;Delphinium;Delphinium sect. Diedropetala;Delphinium subsect. Bicoloria"
"Delphinium bicolor subsp. bicolor", "Volume 3", "yes", "1", "1", "Delphinium bicolor Nuttall subsp. bicolor", "Nuttall", "Delphinium bicolor subsp. bicolor", "subspecies", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Delphinieae;Delphinium;Delphinium sect. Diedropetala;Delphinium subsect. Bicoloria;Delphinium bicolor"
"Delphinium glaucum", "Volume 3", "yes", "1", "1", "Delphinium glaucum S. Watson", "S. Watson", "Delphinium glaucum", "species", "FNA Editorial Committee. 1997. Flora of North America north of Mexico. Volume 3: Magnoliophyta: Magnoliidae and Hamamelidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Ranunculanae;Ranunculales;Ranunculaceae;Ranunculoideae;Delphinieae;Delphinium;Delphinium sect. Diedropetala;Delphinium subsect. Exaltata"
"Deschampsia elongata", "Volume 24", "yes", "1", "1", "Deschampsia elongata (Hooker) Munro", "(Hooker) Munro", "Deschampsia elongata", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Poeae;Airinae;Deschampsia"
"Descurainia incisa", "Volume 7", "yes", "1", "1", "Descurainia incisa (Engelmann ex A. Gray) Britton", "(Engelmann ex A. Gray) Britton", "Descurainia incisa", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Descurainieae;Descurainia"
"Descurainia incisa subsp. incisa", "Volume 7", "yes", "1", "1", "Descurainia incisa (Engelmann ex A. Gray) Britton subsp. incisa", "(Engelmann ex A. Gray) Britton", "Descurainia incisa subsp. incisa", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Descurainieae;Descurainia;Descurainia incisa"
"Dichanthelium wilcoxianum", "Volume 25", "yes", "1", "1", "Dichanthelium wilcoxianum (Vasey) Freckmann", "(Vasey) Freckmann", "Dichanthelium wilcoxianum", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Panicoideae;Paniceae;Panicinae;Dichanthelium;Dichanthelium sect. Linearifolia"
"Dichodontium olympicum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dicranella palustris", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dicranella subulata", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dicranum pallidisetum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dicranum polysetum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dicranum tauricum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Didymodon asperifolius", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Didymodon johansenii", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Didymodon rigidulus var. icmadophilus", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Didymodon subandreaeoides", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Didymodon vinealis var. vinealis", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dieteria canescens", "Volume 20", "yes", "1", "1", "Dieteria canescens (Pursh) Nuttall", "(Pursh) Nuttall", "Dieteria canescens", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Dieteria"
"Dieteria canescens var. canescens", "Volume 20", "yes", "1", "1", "Dieteria canescens (Pursh) Nuttall var. canescens", "(Pursh) Nuttall", "Dieteria canescens var. canescens", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Dieteria;Dieteria canescens"
"Diphasiastrum alpinum", "Volume 2", "yes", "1", "1", "Diphasiastrum alpinum (Linnaeus) Holub", "(Linnaeus) Holub", "Diphasiastrum alpinum", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Lycopodiidae;Lycopodiales;Lycopodiaceae;Lycopodioideae;Diphasiastrum"
"Discelium nudum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Ditrichum montanum", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Dodecatheon conjugens", "Volume 8", "yes", "1", "1", "Primula conjugens (Greene) A.R. Mast & Reveal var. conjugens", "Greene", "Dodecatheon conjugens", "species", "Mast, A.R. & J.L. Reveal. 2007. Transfer of Dodecatheon to Primula (Primulaceae). Brittonia 59 (1): 79-82.", "synonym", "NULL"
