"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Dodecatheon conjugens var. viscidum", "Volume 8", "yes", "1", "1", "Primula conjugens var. viscida (Piper) A.R. Mast & Reveal", "(Piper) H. Mason ex H. St.John", "Dodecatheon conjugens var. viscidum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "synonym", "NULL"
"Dodecatheon pulchellum", "Volume 8", "yes", "1", "1", "Primula pauciflora (Greene) A.R. Mast & Reveal var. pauciflora", "(Rafinesque) Merrill", "Dodecatheon pulchellum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "synonym", "NULL"
"Dodecatheon pulchellum var. pulchellum", "Volume 8", "yes", "1", "1", "Primula pauciflora (Greene) A.R. Mast & Reveal var. pauciflora", "(Rafinesque) Merrill", "Dodecatheon pulchellum var. pulchellum", "variety", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "synonym", "NULL"
"Douglasia montana", "Volume 8", "yes", "1", "1", "Douglasia montana A. Gray", "A. Gray", "Douglasia montana", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Ericales;Primulaceae;Primuloideae;Androsaceae;Douglasia"
"Draba albertina", "Volume 7", "yes", "1", "1", "Draba albertina Greene", "Greene", "Draba albertina", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba borealis", "Volume 7", "yes", "1", "1", "Draba borealis de Candolle", "de Candolle", "Draba borealis", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba crassifolia", "Volume 7", "yes", "1", "1", "Draba crassifolia Graham", "Graham", "Draba crassifolia", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba densifolia", "Volume 7", "yes", "1", "1", "Draba densifolia Nuttall", "Nuttall", "Draba densifolia", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba incerta", "Volume 7", "yes", "1", "1", "Draba incerta Payson", "Payson", "Draba incerta", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba juvenilis", "Volume 7", "yes", "1", "1", "Draba juvenilis Komarov", "Komarov", "Draba juvenilis", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba lonchocarpa", "Volume 7", "yes", "1", "1", "Draba lonchocarpa Rydberg", "Rydberg", "Draba lonchocarpa", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba macounii", "Volume 7", "yes", "1", "1", "Draba macounii O.E. Schulz", "O.E. Schulz", "Draba macounii", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba novolympica", "Volume 7", "yes", "1", "1", "Draba novolympica Payson & H. St.John", "Payson & H. St.John", "Draba novolympica", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba oligosperma", "Volume 7", "yes", "1", "1", "Draba oligosperma Hooker", "Hooker", "Draba oligosperma", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba porsildii", "Volume 7", "yes", "1", "1", "Draba porsildii G.A. Mulligan", "G.A. Mulligan", "Draba porsildii", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba praealta", "Volume 7", "yes", "1", "1", "Draba praealta Greene", "Greene", "Draba praealta", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba ruaxes", "Volume 7", "yes", "1", "1", "Draba ruaxes Payson & H. St.John", "Payson & H. St.John", "Draba ruaxes", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba stenoloba", "Volume 7", "yes", "1", "1", "Draba stenoloba Ledebour", "Ledebour", "Draba stenoloba", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Draba ventosa", "Volume 7", "yes", "1", "1", "Draba ventosa A. Gray", "A. Gray", "Draba ventosa", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Arabideae;Draba"
"Dryas hookeriana", "Volume 9", "yes", "1", "1", "Dryas hookeriana Juzepczuk", "Juzepczuk", "Dryas hookeriana", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Dryadoideae;Dryadeae;Dryas"
"Drymocallis convallaria", "Volume 9", "yes", "1", "1", "Drymocallis convallaria (Rydberg) Rydberg", "(Rydberg) Rydberg", "Drymocallis convallaria", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Drymocallis"
"Drymocallis pseudorupestris", "Volume 9", "yes", "1", "1", "Drymocallis pseudorupestris (Rydberg) Rydberg", "(Rydberg) Rydberg", "Drymocallis pseudorupestris", "species", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Drymocallis"
"Drymocallis pseudorupestris var. pseudorupestris", "Volume 9", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Drymocallis pseudorupestris var. saxicola", "Volume 9", "yes", "1", "1", "Drymocallis pseudorupestris var. saxicola Ertter", "Ertter", "Drymocallis pseudorupestris var. saxicola", "variety", "FNA Editorial Committee. 2014. Flora of North America north of Mexico. Volume 9: Magnoliophyta: Picramniaceae to Rosaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Rosales;Rosaceae;Rosoideae;Potentilleae;Drymocallis;Drymocallis pseudorupestris"
"Eleocharis suksdorfiana", "Volume 23", "yes", "1", "1", "Eleocharis suksdorfiana Beauverd", "Beauverd", "Eleocharis suksdorfiana", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Cyperoideae;Eleocharideae;Eleocharis;Eleocharis subg. Zinserlingia"
"Elodea bifoliata", "Volume 22", "yes", "1", "1", "Elodea bifoliata H. St.John", "H. St.John", "Elodea bifoliata", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Alismatales;Hydrocharitaceae;Anacharidoideae;Elodea"
"Elymus elymoides", "Volume 24", "yes", "1", "1", "Elymus elymoides (Rafinesque) Swezey", "(Rafinesque) Swezey", "Elymus elymoides", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Elymus"
"Elymus elymoides subsp. brevifolius", "Volume 24", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Elymus elymoides subsp. californicus", "Volume 24", "yes", "1", "1", "Elymus elymoides subsp. californicus (J.G. Smith) Barkworth", "(J.G. Smith) Barkworth", "Elymus elymoides subsp. californicus", "subspecies", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Elymus;Elymus elymoides"
"Elymus elymoides subsp. elymoides", "Volume 24", "yes", "1", "1", "Elymus elymoides (Rafinesque) Swezey subsp. elymoides", "(Rafinesque) Swezey", "Elymus elymoides subsp. elymoides", "subspecies", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Elymus;Elymus elymoides"
"Elymus elymoides subsp. hordeoides", "Volume 24", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Elymus scribneri", "Volume 24", "yes", "1", "1", "Elymus scribneri (Vasey) M.E. Jones", "(Vasey) M.E. Jones", "Elymus scribneri", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Elymus"
"Encalypta affinis", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Encalypta alpina", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Encalypta brevipes", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Encalypta longicollis", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Encalypta mutica", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Encalypta spathulata", "Volume 27", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Entodon concinnus", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Entodon schleicheri", "Volume 28", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Eremogone capillaris", "Volume 5", "yes", "1", "1", "Eremogone capillaris (Poiret) Fenzl", "(Poiret) Fenzl", "Eremogone capillaris", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Eremogoneae;Eremogone"
"Eremogone capillaris var. americana", "Volume 5", "yes", "1", "1", "Eremogone capillaris var. americana (Maguire) R. L. Hartman & Rabeler,", "(Maguire) R. L. Hartman & Rabeler,", "Eremogone capillaris var. americana", "variety", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Eremogoneae;Eremogone;Eremogone capillaris"
"Eremogone congesta", "Volume 5", "yes", "1", "1", "Eremogone congesta (Nuttall) Ikonnikov", "(Nuttall) Ikonnikov", "Eremogone congesta", "species", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Eremogoneae;Eremogone"
"Eremogone congesta var. lithophila", "Volume 5", "yes", "1", "1", "Eremogone congesta var. lithophila (Rydberg) Dorn", "(Rydberg) Dorn", "Eremogone congesta var. lithophila", "variety", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Eremogoneae;Eremogone;Eremogone congesta"
"Eremogone congesta var. prolifera", "Volume 5", "yes", "1", "1", "Eremogone congesta var. prolifera (Maguire) R.L. Hartman & Rabeler", "(Maguire) R.L. Hartman & Rabeler", "Eremogone congesta var. prolifera", "variety", "FNA Editorial Committee. 2005. Flora of North America north of Mexico. Volume 5: Magnoliophyta: Caryophyllidae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Caryophyllaceae;Eremogoneae;Eremogone;Eremogone congesta"
"Eremopyrum", "Volume 24", "yes", "1", "1", "Eremopyrum (Ledebour) Jaubert & Spach", "(Ledebour) Jaubert & Spach", "Eremopyrum", "genus", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae"
"Eremopyrum triticeum", "Volume 24", "yes", "1", "1", "Eremopyrum triticeum (Gaertner) Nevski", "(Gaertner) Nevski", "Eremopyrum triticeum", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Eremopyrum"
"Ericameria nauseosa", "Volume 20", "yes", "1", "1", "Ericameria nauseosa (Pallas ex Pursh) G.L. Nesom &  G.I.  Baird", "(Pallas ex Pursh) G.L. Nesom &  G.I.  Baird", "Ericameria nauseosa", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Ericameria"
"Ericameria nauseosa var. nauseosa", "Volume 20", "yes", "1", "1", "Ericameria nauseosa (Pallas ex Pursh) G.L. Nesom &  G.I. Baird var. nauseosa", "(Pallas ex Pursh) G.L. Nesom &  G.I. Baird", "Ericameria nauseosa var. nauseosa", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Ericameria;Ericameria nauseosa"
"Ericameria nauseosa var. speciosa", "Volume 20", "yes", "1", "1", "Ericameria nauseosa var. speciosa (Nuttall) G.L. Nesom & G.I. Baird", "(Nuttall) G.L. Nesom & G.I. Baird", "Ericameria nauseosa var. speciosa", "variety", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Ericameria;Ericameria nauseosa"
"Erigeron aureus", "Volume 20", "yes", "1", "1", "Erigeron aureus Greene", "Greene", "Erigeron aureus", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Erigeron"
"Erigeron caespitosus", "Volume 20", "yes", "1", "1", "Erigeron caespitosus Nuttall", "Nuttall", "Erigeron caespitosus", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Erigeron"
"Erigeron compositus", "Volume 20", "yes", "1", "1", "Erigeron compositus Pursh", "Pursh", "Erigeron compositus", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Astereae;Erigeron"
